17528	ucdt	Remove
1381194	ucdt	Their Cards
4690925	ucdt	All my allies get <b>+2 attack</b>.<br>[Y]: Destroy an opponent's stunned creature.
4743820	ucdt	Select
4796789	ucdt	Free Realms Virtual Reward
5330844	ucdt	<br><br>Your opponent has defeated you three times and won the match.
5782027	ucdt	[Stars 3], Zap me >> Your attacking [Chaos] creature gets <b>+2 attack</b>. <br><i>Crush</i> - If it wins by 4 or more, ready me.
5831195	ucdt	Creatures
5985049	ucdt	No
6891903	ucdt	[YY]: Draw a card.
7604674	ucdt	I can't be destroyed while I'm battling unless I lose by 4 or more.
7975694	ucdt	Score your attacking creature.
7991237	ucdt	For each resource you have in play, your battling creature gets <b>+1 attack</b> and <b>+1 defence</b>.
8617253	ucdt	No Time Limit
9436309	ugdt	{v}pay{3s="pays"}
10110662	ucdt	Guild: %1
10735837	ucdt	[spend 2] >> Draw a card.<br>[YY]:  Put a card from your discard pile into your hand.
10820175	ucdt	When I hunt, destroy an opponent's scored card in my column.<br>[RG]: Score a card.
11146948	ucdt	I'm deciding what to do.
11493012	ucdt	%1 has declined your request to be a friend.
11557521	ucdt	Guild Only
12304542	ucdt	Drafted Cards List
12366881	ucdt	innerFramePopup
12397632	ucdt	Background Image:
13069622	ucdt	Drake
13365225	ucdt	Trades with<br>Virtual Rewards
13406524	ucdt	Fire Toad
13451305	ucdt	Need
14259282	ucdt	Free Realms Virtual Reward
14480274	ucdt	Archnos
14810334	ucdt	Bixie
15008345	ucdt	#
15319733	ucdt	Test Draw
15355183	ucdt	[*title*]: #second("your")#third(#owns([*actor*])) tricks cost -1 or -2 if the battling creature is a plant creature.
15630349	ucdt	His shots always pack a punch.
16243732	ucdt	Choose  a column.
16249276	ucdt	Flip over a resource?
16576316	ucdt	Frosty Yeti
18002075	ucdt	[*title*]: [*target3*] #does([:GET:]) +1 defence for each of #second("your")#third(#his([*actor*])) support cards.
19052091	ucdt	Blacksmith
21063831	ucdt	I can't be destroyed this turn.
21236731	ucdt	'Give my creation life!'
21568527	ucdt	Free Realms Loot
21838071	ucdt	Hope that you get to be the stinger and not the stingee.
21907774	ucdt	Replenishes your health when you drink it!
22269323	ucdt	Exit
22640442	ucdt	Archetype
22867033	ucdt	Trades
23016664	ucdt	'Let's go see my friend Oakheart. Maybe freshly picked Floren will cheer him up.'
23228078	ucdt	cancel
24626674	ucdt	I adjusted the cards in #actor()'s deck.
24748908	ucdt	OK
25074488	ucdt	Ninja Master
25082746	ucdt	When your creature wins a battle, you may turn me face down. If you do, ready one of your stunned creatures.
25239885	ucdt	You accept the adjourn offer.
25882569	ucdt	Delete Deck
26225118	ucdt	A driver is no better than his pit crew.
26938125	ucdt	Mushroom Ring
27150101	ucdt	Score a card?
27321677	ucdt	Friends:
28181711	ucdt	Barter with other players to gather the cards you're looking for.
28630038	ucdt	You've learned everything about how to get started playing the game. Good luck! <br><br> <b>For more help with the Free Realms TCG, visit FreeRealms.com and click on the TCG link for more tutorials, the full rules, card checklists, and a lot more!</b>
29223521	ucdt	Constructed
30141281	ucdt	[*title*]: #owns([*target1*]) attack is added to [*target3*]'s.
30404163	ucdt	Spend 4 stars, discard a card, and zap me to add your defending creatures' cost to it's attack?
30851636	ucdt	Chillblaine's Trap
31489032	ucdt	[Stars 3], Turn me face down >> Your battling creature gets <b>+1 attack</b> and <b>+1 defense</b> for each Dwarf in play.
32303789	ucdt	Highlander
32631947	ucdt	#Actor() has invited you to join #his([*actor*]) guild. Would you like to accept?
32830437	ucdt	Need to look over your cards? You've come to the right place.<br><br>Not only can you open new packs in the Collection Manager, you can flip through the pages of your binder to view your collection and set up <i>Want</i> values for each item. This will make trading with other players easier, as only the cards you have marked as for <i>Trade</i> will be displayed to the other player.
32834702	ucdt	%s has closed.
33004113	ucdt	[*title*]: [*title*] is moved into #second("your")#third(#owns([*actor*])) hand.
33140593	ucdt	Robgoblin Boomer
33198602	ucdt	Save your creature?
35715379	ucdt	Kitty Ninja Gi
35874282	ucdt	Royal Apprentice Mage
36053957	ucdt	Force an ally's foe to attack?
36599917	ucdt	Darn it
37258669	ucdt	Free Realms Virtual Reward
37314665	ucdt	[*title*]: which 1 cost creature should I replace [*target2*] with?
37547390	ucdt	I boosted my allies!
37989465	ucdt	Jumbo Mana Potion
38291310	ucdt	Want:
38621445	ucdt	[*title*]: #Actor() #does([:DESTROY:]) [*target1*] to save [*target2*].
39138412	ucdt	Bud Grimyfoot
39389505	ucdt	Play
39845710	ucdt	Snorg
40033245	ucdt	%1 card is locked by a tournament/league.
40256431	ucdt	Shhh.... Can you keep a secret?
40848379	ucdt	[*target*] is now your friend.
41088443	ucdt	Creatures have all kinds of power ups. You can draw extra cards, play extra creatures, or even destroy an opponent's creature with a power up!
41146375	ucdt	New Player Tips
41606928	ucdt	Free Realms Virtual Reward
42105683	ucdt	Manoeuvre
42473614	ucdt	po.box
42728015	ucdt	A huge potion that heals lots of Health.
43037016	ucdt	I put a flipped card in #second("your")#third(#owns([*actor*])) hand!
43768179	ucdt	innerFramePopup
43820740	ucdt	innerFramePopup
44554280	ucdt	Convor Fountain
45208910	ucdt	No
46010044	ucdt	Max #
