17528	ucdt	Entfernen
1381194	ucdt	Ihre Karten
4690925	ucdt	Alle Verbündeten der Karte erhalten <b>+2 Angriff</b>.<br>[Y]: Zerstöre die betäubte Kreatur eines Gegners.
4743820	ucdt	Auswählen
4796789	ucdt	Free Realms virtuelle Belohnung
5330844	ucdt	<br><br>Ihr Gegner hat Sie drei Mal besiegt und damit den Kampf gewonnen.
5782027	ucdt	[Stars 3], Aktiviere die Karte. >> Deine angreifende [Chaos]-Kreatur erhält <b>+2 Angriff</b>. <br><i>Zerquetschen</i> - Wenn sie um 4 oder mehr gewinnt, machst du deine Karte bereit.
5831195	ucdt	Kreaturen
5985049	ucdt	Nein
6891903	ucdt	[YY]: Ziehe eine Karte.
7604674	ucdt	Diese Karte kann während des Kampfes nicht zerstört werden, außer sie verliert um 4 oder mehr.
7975694	ucdt	Gewinne deine angreifende Kreatur.
7991237	ucdt	Für jede deiner Ressourcen im Spiel erhält deine kämpfende Kreatur <b>+1 Angriff</b> und <b>+1 Abwehr</b>. 
8617253	ucdt	Kein Zeitlimit
9436309	ugdt	{v}bezahlt{for="bezahlen"}
10110662	ucdt	Gilde: %1
10735837	ucdt	[spend 2] >> Ziehe eine Karte.<br>[YY]: Nimm eine Karte vom [#DISCARD_PILE#] in dein Blatt auf.
10820175	ucdt	Wenn diese Karte jagt, kannst du eine gegnerische gewonnene Karte in dieser Spalte zerstören.<br>[RG]: Du gewinnst eine Karte.
11146948	ucdt	Ich überlege, was ich tun soll.
11493012	ucdt	%1 [#HAS#] deine Bitte um Aufnahme in die Freundeliste abgelehnt.
11557521	ucdt	Nur Gilde
12304542	ucdt	Liste der ausgewählten Karten
12366881	ucdt	innerFramePopup
12397632	ucdt	Hintergrundbild:
13069622	ucdt	Drachling
13365225	ucdt	Tausche mit<br>Belohnungen 
13406524	ucdt	Feuerkröte
13451305	ucdt	Bedarf
14259282	ucdt	Free Realms virtuelle Belohnung
14480274	ucdt	Archnos
14810334	ucdt	Bixie
15008345	ucdt	#
15319733	ucdt	Probe-Blatt
15355183	ucdt	[*title*]: #second(#deinen(=[*actor*],[#TRICKS#]))#third(#seinen(=[*actor*],[#TRICKS#])) kosten -1 oder -2, wenn die kämpfende Kreatur eine Pflanze ist.
15630349	ucdt	Seine Schüsse schlagen immer voll ein.
16243732	ucdt	Wähle eine Spalte aus.
16249276	ucdt	Ressourcenkarte aufdecken?
16576316	ucdt	Frostiger Yeti
18002075	ucdt	[*title*]: "[*target3*]" #does([:GET:]) für jede #second(#deines(=[*actor*],[#SUPPORT_CARDS#]))#third(#seines(=[*actor*],[#SUPPORT_CARDS#])) +1 Abwehr.
19052091	ucdt	Schmied
