17528	ucdt	Remover
1381194	ucdt	As cartas deles
4690925	ucdt	Todos os meus aliados conseguem <b>+2 de ataque</b>.<br>[Y]: Destrua uma criatura atordoada do adversário.
4743820	ucdt	Selecionar
4796789	ucdt	Prêmio Virtual do Free Realms
5330844	ucdt	<br><br>Seu adversário venceu três partidas e ganhou o jogo. 
5782027	ucdt	[Stars 3], me zapeie >> Sua criatura do [Chaos] que está atacando recebe <b>+2 de ataque</b>. <br><i>Esmagamento - </i> Se ela vencer por 4 ou mais, me prepare.
5831195	ucdt	Criaturas
5985049	ucdt	Não
6891903	ucdt	[YY]: Tire uma carta.
7604674	ucdt	Não posso ser destruído enquanto eu estiver lutando, a não ser que eu perca por 4 ou mais.
7975694	ucdt	Pontue a sua criatura que está atacando.
7991237	ucdt	Para cada recurso que você tem no jogo, a sua criatura que está lutando consegue <b>+1 de ataque</b> e <b>+1 de defesa</b>.
8617253	ucdt	Sem limite de tempo
9436309	ugdt	{v}pagar{1s="pago",2s="paga",3s="paga"}
10110662	ucdt	Guilda: %1
10735837	ucdt	[spend 2] >> Tire uma carta.<br>[YY]:  Coloque uma carta da sua pilha de descarte na sua mão.
10820175	ucdt	Quando eu caçar, destrua #um([#SCORED_CARD#]) do adversário na minha coluna.<br>[RG]: Pontue uma carta.
11146948	ucdt	Estou decidindo o que fazer.
11493012	ucdt	%1 recusou seu pedido de amizade.
11557521	ucdt	Somente para a guilda
12304542	ucdt	Lista de cartas selecionadas
12366881	ucdt	innerFramePopup
12397632	ucdt	Imagem de fundo:
13069622	ucdt	Dragão
13365225	ucdt	Negociações  com<br>Prêmios Virtuais
13406524	ucdt	Sapo de fogo
13451305	ucdt	Preciso
14259282	ucdt	Prêmio Virtual do Free Realms
14480274	ucdt	Archnos
14810334	ucdt	Bixie
15008345	ucdt	nº
15319733	ucdt	Tirada de Teste
15355183	ucdt	[*title*]: os #second("seus truques")#third("truques de [*actor*]") custam -1 ou -2 caso a criatura que esteja lutando seja uma planta.
15630349	ucdt	Seus tiros sempre acertam um monte.
16243732	ucdt	Escolha uma coluna.
16249276	ucdt	Abrir um recurso?
16576316	ucdt	Yeti do Gelo
18002075	ucdt	[*title*]: [*target3*] consegue +1 de defesa para cada uma das #second("suas cartas de suporte ")#third("cartas de suporte dele").
19052091	ucdt	Ferreiro
21063831	ucdt	Não é possível me destruir nesta vez.
21236731	ucdt	'Dê vida à minha criação!'
21568527	ucdt	Espólio do Free Realms
21838071	ucdt	Espero que você consiga ser #ml("o caçador")#fl("a caçadora"), e não a caça.
21907774	ucdt	Beba para recuperar a sua saúde!
22269323	ucdt	Sair
22640442	ucdt	Arquétipo
22867033	ucdt	Negociações 
23016664	ucdt	'Vamos ver meu amigo Coração de Carvalho. Talvez um pouco de floren fresco o anime.'
23228078	ucdt	cancelar
24626674	ucdt	Eu arrumei as cartas no baralho de #actor().
24748908	ucdt	Certo
25074488	ucdt	Mestre ninja
25082746	ucdt	Quando a sua criatura vence uma batalha, você pode me virar com a face para baixo. Se fizer isso, prepare uma das suas criaturas atordoadas.
25239885	ucdt	Você aceita a proposta de adiamento.
25882569	ucdt	Excluir o baralho
26225118	ucdt	Um piloto não é melhor do que sua equipe de mecânicos.
26938125	ucdt	Anel de cogumelos
27150101	ucdt	Pontuar uma carta?
27321677	ucdt	Amigos:
28181711	ucdt	Faça trocas com outros jogadores para conseguir as cartas que você está procurando.
28630038	ucdt	Você aprendeu tudo para começar a jogar. Boa sorte! <br><br> <b>Para obter mais ajuda com o JCC Free Realms, visite FreeRealms.com e clique no link JCC para ver mais tutoriais, as regras completas, listas de verificação de cartas e muito mais!</b>
29223521	ucdt	Completo
30141281	ucdt	[*title*]: o ataque de [*target1*] é adicionado ao de [*target3*].
30404163	ucdt	Gastar 4 estrelas, descartar uma carta e me zapear para adicionar o custo de suas criaturas que estão defendendo ao ataque?
30851636	ucdt	Armadilha do Chillblaine
31489032	ucdt	[Stars 3], Me vire com a face para baixo >> Sua [#BATTLING_CREATURE#] recebe <b>+1 de ataque</b> e <b>+1 de defesa</b> por cada Anão em jogo.
32303789	ucdt	Superior
32631947	ucdt	#Actor() convidou você para fazer parte da guilda dele. Você quer aceitar?
32830437	ucdt	Você precisa olhar suas cartas? Então veio ao lugar certo.<br><br>Você pode não apenas abrir novos pacotes do gerenciador de coleções, como também  as páginas da sua pasta para ver sua coleção e ativar os valores que <i>Quer<i> para cada item. Isso vai facilitar a negociação com outros jogadores, já que apenas as cartas que você marcou para <i>Negociação<i> serão mostradas para outro jogador.
32834702	ucdt	%s fechou.
33004113	ucdt	[*title*]: a carta [*title*] é movida para a #second("sua mão")#third("mão de [*actor*]").
33140593	ucdt	#Cap([#ROBGOBLIN#]) Detonador
33198602	ucdt	Salvar a sua criatura?
35715379	ucdt	Gi de ninja para gatos
35874282	ucdt	Aprendiz de mago real
36053957	ucdt	Forçar um inimigo do aliado a atacar?
