17528	ucdt	Quitar
1381194	ucdt	Sus cartas
4690925	ucdt	Todos mis aliados obtienen <b>+2 de ataque</b>.<br>[Y]: destruye #un([#OPPONENT_S_STUNNED_CREATURE#]).
4743820	ucdt	Seleccionar
4796789	ucdt	Cartas canjeables Free Realms
5330844	ucdt	<br><br>Tu rival te ha vencido 3 veces y ha ganado la partida.
5782027	ucdt	[Stars 3], úsame. >> Tu criatura [Chaos] atacante obtiene <b>+2 de ataque</b>. <br><i>Aplastar</i> - Si gana por 4 o más, actívame.
5831195	ucdt	Criaturas
5985049	ucdt	No
6891903	ucdt	[YY]: roba una carta.
7604674	ucdt	No me pueden destruir en combate a no ser que pierda por 4 o más.
7975694	ucdt	Convierte tu criatura atacante en un punto.
7991237	ucdt	Tu criatura obtiene <b>+1 de ataque y de defensa</b> por cada recurso que tienes en juego.
8617253	ucdt	Ilimitado
9436309	ugdt	{v}pagar{1s="pago",2s="pagas",3s="paga",1p="pagamos",2p="pagáis",3p="pagan"}
10110662	ucdt	Clan: %1
10735837	ucdt	[spend 2] >> Roba una carta.<br>[YY]: pon en tu mano una carta de tu [#DISCARD_PILE#].
10820175	ucdt	Cuando cazo, destruyo #un([#SCORED_CARD#]) rival de mi columna.<br>[RG]: gana un punto.
11146948	ucdt	Estoy decidiendo qué hacer.
11493012	ucdt	%1 ha rechazado tu petición de amistad.
11557521	ucdt	Solo para el clan
12304542	ucdt	Lista de cartas escogidas
12366881	ucdt	innerFramePopup
12397632	ucdt	Imagen de fondo:
13069622	ucdt	Draco
13365225	ucdt	Intercambios con<br>cartas canjeables
13406524	ucdt	Sapo ígneo
13451305	ucdt	Faltan
14259282	ucdt	Cartas canjeables Free Realms
14480274	ucdt	Arcán
14810334	ucdt	Bixi
15008345	ucdt	Núm.
15319733	ucdt	Mano de prueba
15355183	ucdt	[*title*]: #second("tus #pl([#TRICK#])")#third("#los([#TRICK#]) de [*actor*]") cuestan 1 estrella menos o 2 estrellas menos si la criatura combatiente es una planta.
15630349	ucdt	Flechas como puños
16243732	ucdt	Escoge una columna.
16249276	ucdt	¿Descubrir un recurso?
16576316	ucdt	Nevoyeti
18002075	ucdt	[*title*]: "[*target3*]" obtiene +1 de defensa por cada [#SUPPORT_CARD#] que #second("tengas")#third("[*actor*] tenga"). 
19052091	ucdt	Herrero
21063831	ucdt	No puedo ser destruido en este turno.
21236731	ucdt	"¡Dale vida a mi criatura!"
21568527	ucdt	Botín de Free Realms
21838071	ucdt	Con suerte, la erupción se la provocarás a tus enemigos.
21907774	ucdt	¡Hace que recuperes al completo tu salud cuando la bebes!
22269323	ucdt	Salir
22640442	ucdt	Clase
22867033	ucdt	Intercambios
23016664	ucdt	"Voy a ver a mi amigo Corazónderroble, seguro que este floren recién cosechado le alegra el día."
23228078	ucdt	cancelar
24626674	ucdt	He hecho cambios en #second("tu mazo")#third("el mazo de #actor()"). 
24748908	ucdt	OK
25074488	ucdt	Maestro ninja
25082746	ucdt	Cuando tu criatura venza en una batalla, ponme boca abajo para activar una de tus criaturas aturdidas.
25239885	ucdt	Aceptas el aplazamiento.
25882569	ucdt	Borrar mazo
26225118	ucdt	Un conductor nunca podrá ser mejor que su equipo de boxes.
26938125	ucdt	Círculo de setas
27150101	ucdt	¿Quieres ganar un punto?
27321677	ucdt	Amigos:
28181711	ucdt	Haz intercambios con otros jugadores para reunir todas las cartas que buscas.
28630038	ucdt	Ya sabes lo suficiente para empezar a jugar, ¡buena suerte! <br><br> <b>Si necesitas más ayuda, visita FreeRealms.com y haz clic en el enlace del juego de cartas coleccionables; ahí encontrarás más tutoriales, todas las reglas del juego, listas de cartas, ¡y mucho más!</b>
29223521	ucdt	Construido
30141281	ucdt	[*title*]: el ataque de "[*target1*]" se suma al de "[*target3*]".
30404163	ucdt	¿Quieres gastar 4 estrellas, descartarte de una carta y usarme para sumar el coste de tus criaturas defensoras a su ataque?
30851636	ucdt	Trampa de Zarpafría
31489032	ucdt	[Stars 3], ponme boca abajo >> Tu criatura combatiente obtiene <b>+1 de ataque</b> y <b>+1 de defensa</b> por cada enano en juego.
32303789	ucdt	Montañés
32631947	ucdt	#Actor() te ha invitado a unirte a su clan, ¿aceptas? 
32830437	ucdt	¿Quieres echarle un vistazo a tus cartas? Pues has venido al lugar indicado.<br><br>No solo puedes abrir nuevos packs con #el([#COLLECTION_MANAGER#]), también puedes ver la colección en tu carpeta y especificar la cantidad de cartas que quieres en la opción <i>[#WANT#]<i>. Esto hará más sencillos los intercambios con otros jugadores, ya que estos solo verán las cartas que hayas marcado para <i>Intercambiar<i>.
32834702	ucdt	Free Realms se ha cerrado.
33004113	ucdt	[*title*]: "[*title*]" ahora está en #second("tu mano")#third("la mano de [*actor*]").
33140593	ucdt	Robgoblin Bumbún
33198602	ucdt	¿[#SAVE#] tu criatura?
35715379	ucdt	Gi ninja para gatos
35874282	ucdt	Aprendiz de mago real
36053957	ucdt	¿Quieres obligar #al([#FOE#]) de un aliado a atacar?
36599917	ucdt	Maldita sea
37258669	ucdt	Cartas canjeables Free Realms
37314665	ucdt	[*title*]: ¿con qué criatura de coste 1 debería reemplazar "[*target2*]"?
37547390	ucdt	¡He mejorado a mis aliados!
37989465	ucdt	Poción de maná grande
38291310	ucdt	Quiere:
38621445	ucdt	[*title*]: #second("#does([:DESTROY:])")#third("#actor() #does([:DESTROY:])") "[*target1*]" para salvar a "[*target2*]".
39138412	ucdt	Paco Piesmugrientos
39389505	ucdt	Jugar
39845710	ucdt	Snorg
40033245	ucdt	La carta %1 está bloqueada por un torneo o liga.
40256431	ucdt	Shhh... ¿Puedes guardar un secreto?
40848379	ucdt	#Cap([*target*]) está ahora en tu lista de amigos.
41088443	ucdt	Las criaturas pueden tener muchos poderes diferentes: pueden consistir en robar más cartas, poner en juego más criaturas e incluso destruir #un([#OPPOSING_CREATURE#]).
41146375	ucdt	Consejos para nuevos jugadores
41606928	ucdt	Carta canjeable Free Realms
42105683	ucdt	Maniobra
42473614	ucdt	Apdo. de correos
42728015	ucdt	Una poción enorme que restaura gran cantidad de salud.
43037016	ucdt	¡He puesto una carta descubierta en #second("tu")#third("su") mano! 
43768179	ucdt	innerFramePopup 
43820740	ucdt	innerFramePopup
44554280	ucdt	Fuente de Convor
45208910	ucdt	No
46010044	ucdt	Núm. máx.
46344573	ucdt	Si me destruyen, ponme en tu mano.<br>[G]: aturde a una criatura rival por cada [B] que descubras.
46546488	ucdt	Destruye todas las criaturas aturdidas de tu rival.
46594650	ucdt	¿De qué carta debería descartarme?|Es suficiente|
46727630	ucdt	¿Seguro que quieres borrar todas las cartas de tu mazo?
47372535	ucdt	Muestra packs.
47444332	ucdt	Repartidor de Santuario
47534594	ucdt	Recibe:
48346782	ucdt	¿Quieres gastar 3 monedas para reemplazar una de tus criaturas con un chugawug de tu mano?
48700230	ucdt	Clancy Corazón Negro
48760573	ucdt	¡Menudo petardazo le he pegado a ese punto!
48834732	ucdt	noFrame 
49109859	ucdt	Águila mensajera acompañante
49753933	ucdt	Los trolls de hielo tienen a sus lobos como aliados más que como mascotas.
49840698	ucdt	[Spend 0] >> Úsame.<br>Mientras permanezca usada, puedes pagar una moneda extra cuando pones en juego una criatura. Si lo haces, esa criatura obtendrá <b>+2 de defensa</b> mientras yo permanezca usada. Cuando me actives, ponme boca abajo.
49951468	ucdt	Perro espectral
50035201	ucdt	Robas [*cardList*].
50110726	ucdt	He hecho cambios en #second("tu mazo")#third("el mazo de [*actor*]").
50515326	ucdt	TextLabel
50568205	ucdt	OK
50612689	ucdt	¡Esa caldera necesita más carbón!
51117834	ucdt	[*title*]: no hay criaturas de coste 1 en #second("tu mano")#third("la mano de [*actor*]").
51291288	ucdt	Libro gordo de bolsillo
51619687	ucdt	Premio pequeño del torneo
52202143	ucdt	Mago real
53082035	ucdt	¿Lo has oído? Hay un niño atrapado en una cueva. Necesita un héroe.
53172482	ucdt	El equipo al que tratas de unirte está lleno. Elige otro equipo.
53490062	ucdt	¿Qué criatura debería mostrar?
53530844	ucdt	Limitado
54377628	ucdt	[Spend 1], ponme boca abajo >> Roba una carta por cada una de tus cartas apiladas.
54396607	ucdt	[*title*]: "[*target3*]" obtiene +1 de ataque y de defensa por cada [#SUPPORT_CARD#] en poder de [*actor*].
54399506	ucdt	"[*target1*]" ha desaparecido, dejando tras de sí #un([#SCORED_CARD#]).
54613578	ucdt	¿Quieres ponerme en juego para darle la vuelta a #un([#SUPPORT_CARD#]) rival?
54912839	ucdt	[Spend 0] >> Muéveme.
55802648	ucdt	Guardia real
