17528	ucdt	移除
1381194	ucdt	对方的卡牌
4690925	ucdt	此牌的所有盟军获得<b>+2攻击力</b>。<br>[Y]：消灭对手的一名被击晕的生物。
4796789	ucdt	自由国度虚拟奖品
5782027	ucdt	[Stars 3]，锁定此牌 >> 你攻击中的[Chaos]生物获得<b>+2攻击力</b>。<br><i>碾压 - </i> 当此牌生物以4点或更高的优势赢得一场战斗时，将其重置。
5985049	ucdt	否
7604674	ucdt	除非以4点或更多的差距输掉战斗，否则此牌不会在战斗中被消灭。
7975694	ucdt	你正在攻击的生物获得分数。
7991237	ucdt	你在场上的每一张资源牌都能令你战斗中的生物获得<b>+1攻击力</b>和<b>+1防御力</b>。
8617253	ucdt	没有时间限制
9436309	ugdt	支付
10110662	ucdt	公会：%1
11146948	ucdt	我正考虑该如何做。
11493012	ucdt	%1拒绝了你的好友请求。
12304542	ucdt	已使用的卡片列表
12397632	ucdt	背景图片：
13365225	ucdt	<br>虚拟奖品的交易
13406524	ucdt	火焰蟾蜍
13451305	ucdt	需要
14259282	ucdt	自由国度虚拟奖品
14810334	ucdt	蜜蜂人
15008345	ucdt	#
15319733	ucdt	测试抽牌
15355183	ucdt	[*title*]：#second("your")#third(#owns([*actor*]))法术花费-1，如果战斗中的生物为植物则-2。
15630349	ucdt	箭箭穿心。
16243732	ucdt	选择一栏。
16576316	ucdt	寒霜雪人
18002075	ucdt	[*title*]：每有一张#second("your")#third(#his([*actor*]))支持牌，[*target3*] #does([:GET:]) +1防御力。
19052091	ucdt	铁匠
21063831	ucdt	此牌在此轮无法被消灭。
21236731	ucdt	“让我的发明栩栩如生！”
21568527	ucdt	自由国度刮刮卡
21838071	ucdn	Hope that you get to be the stinger and not the stingee.
21907774	ucdt	喝下这饮料可以为你恢复生命。
22269323	ucdt	退出
22640442	ucdt	原型
23016664	ucdt	“咱们去找我的朋友橡木兽。也许刚拔出来的树人可以让他打起精神来。”
23228078	ucdt	[:CANCEL:]
24626674	ucdt	我调整了#actor()的牌库。 
24748908	ucdt	确定
25074488	ucdt	忍者大师
25082746	ucdt	若你的生物赢得战斗，你可以将此牌翻为面朝下。若如此做，你可重置一名被击晕的生物。
25239885	ucdt	你接受了休赛的请求。
25882569	ucdt	删除牌组
26225118	ucdt	没有维修人员，车手啥也不是。
26938125	ucdt	蘑菇蔟
27150101	ucdt	是否获得一张计分牌？
27321677	ucdn	Friends:
28181711	ucdt	与其他玩家讨价还价，收集你想要的卡牌。
28630038	ucdt	你已经掌握了玩卡牌游戏的基本知识。祝你好运！<br><br> <b>如需更详细的自由国度卡牌游戏信息，请登录FreeRealms.com，点击卡牌游戏链接，查看教程、完整规则、卡牌清单以及你想了解的所有资料！</b> 
30141281	ucdt	[*title*]：#owns([*target1*])的攻击力被加到[*target3*]上。
30404163	ucdt	是否付4银星，弃一张牌并锁定此牌，将你防御中的生物的费用加到其攻击力上？
30851636	ucdt	琪尔布莱恩的陷阱
32631947	ucdt	#Actor()邀请你加入#his([*actor*])公会。是否接受？
32834702	ucdt	%s已关闭。
33004113	ucdt	[*title*]：[*title*]被移至#second("your")#third(#owns([*actor*]))手牌中。
33198602	ucdt	是否解救你的生物？
35715379	ucdt	宠物猫的忍者上衣
36053957	ucdt	是否强迫一名盟军的敌人进行攻击？
36599917	ucdt	还钱
37258669	ucdt	自由国度虚拟奖品
37314665	ucdt	[*title*]：用[*target2*]替换哪张费用为1的生物？
37547390	ucdt	提升了此牌的盟军！
37989465	ucdt	超大法力药水
38291310	ucdt	需要物品：
38621445	ucdt	[*title*]：#Actor() #does([:DESTROY:]) [*target1*] 以解救[*target2*]。
39389505	ucdt	玩
39845710	ucdt	斯诺格
40033245	ucdt	%1牌被锦标赛/联赛锁定。
40256431	ucdt	嘘……你能保守秘密吗？
40848379	ucdt	[*target*]现在是你的好友。
41146375	ucdt	新手提示
41606928	ucdt	自由国度虚拟奖品
42105683	ucdt	策略
42473614	ucdt	邮政信箱
42728015	ucdt	一大瓶能够治疗大量生命值的药水。
43037016	ucdt	将一张翻到的牌放入了#second("your")#third(#owns([*actor*]))手中！
45208910	ucdt	否
46010044	ucdt	最大#
46344573	ucdt	当此牌被摧毁时，将其放入拥有者手中。<br>[B]：每翻出一个[B]，便可击晕对手的一个生物。
46546488	ucdt	消灭对手所有被击晕的生物。
46594650	ucdt	弃掉哪张卡牌？|足够了|
46727630	ucdt	你是否确定移除牌库中的所有卡牌？
47444332	ucdt	圣殿信使
47534594	ucdt	对方获得：
